Table Name,Column Name,Data Type,Sensitivity Level,Example Values
Employee,ManagerName,TEXT,Private,Julie Bell
Finance,CompanyBudget,DECIMAL,Confidential,20937.17
Sales,CustomerFeedback,TEXT,Public,Officer artist.
Employee,PhoneNumber,TEXT,Private,(445)330-8422
Healthcare,Diagnosis,TEXT,Confidential,With show look.
Finance,CompanyBudget,DECIMAL,Confidential,56173.67
Healthcare,Diagnosis,TEXT,Confidential,Recent find capital.
Employee,JobTitle,TEXT,Private,Guess understand.
Sales,FavoriteProducts,TEXT,Public,Friend couple.
Employee,DateOfBirth,DATE,Private,1994-10-11
Healthcare,EmergencyContact,TEXT,Private,Richard Cook
Sales,FavoriteProducts,TEXT,Public,Need nor red.
Finance,CompanyBudget,DECIMAL,Confidential,46363.61
Sales,OrderHistory,TEXT,Public,Vote current sit.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,Diagnosis,TEXT,Confidential,Eat call talk ask.
Employee,JobTitle,TEXT,Private,Data person.
Employee,Gender,TEXT,Private,female
Employee,JobTitle,TEXT,Private,Dream support.
Employee,Age,INT,Private,50
Employee,DateOfBirth,DATE,Private,1974-12-31
Employee,Salary,DECIMAL,Confidential,24413.98
Healthcare,EmergencyContact,TEXT,Private,Keith Knight
Sales,OrderHistory,TEXT,Public,Field east cut.
Employee,FullName,TEXT,Private,Brett Banks
Sales,CustomerFeedback,TEXT,Public,Hundred staff boy.
Sales,OrderHistory,TEXT,Public,Page smile several.
Employee,Department,TEXT,Private,Maintain could.
Employee,Age,INT,Private,24
Employee,JobTitle,TEXT,Private,Make represent.
Employee,JobTitle,TEXT,Private,Piece music sell.
Finance,BankAccountNumber,TEXT,Confidential,GB49CSTX31737202642957
Employee,Gender,TEXT,Private,trans
Sales,DiscountCoupons,TEXT,Public,Thus candidate its.
Employee,Age,INT,Private,49
ITSecurity,SessionToken,TEXT,Secret,f5afb218-8913-4fe5-a0cc-d9d2b24ddf89
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB43LTFO48924275859040
Employee,Department,TEXT,Private,Gas receive.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,EmergencyContact,TEXT,Private,Sara Taylor
Sales,CustomerFeedback,TEXT,Public,Itself owner Mrs up.
Finance,InvestmentValue,DECIMAL,Confidential,65482.13
Finance,InvestmentValue,DECIMAL,Confidential,86864.43
Sales,OrderHistory,TEXT,Public,Factor miss page.
Employee,FullName,TEXT,Private,Christopher Cook
Finance,LoanAmount,DECIMAL,Confidential,24390.81
Employee,PhoneNumber,TEXT,Private,(267)401-3139x3885
Sales,CustomerFeedback,TEXT,Public,Exist thought.
Finance,BankAccountNumber,TEXT,Confidential,GB18NLHK02417184560002
ITSecurity,SessionToken,TEXT,Secret,99b4d696-1a12-4f43-b647-fcb31e8c8388
Employee,Department,TEXT,Private,Evidence exist.
ITSecurity,PasswordHash,TEXT,Secret,516c502753f13811087f81c5cec156e19cc61b2938760ebbc184ec3e2d5f08a1
Finance,CreditCardNumber,TEXT,Secret,GB35HLZC02531357025543
Employee,Address,TEXT,Private,"098 White Roads
Timothyside, AL 05996"
ITSecurity,APIKey,TEXT,Secret,e49964442075e991e69f9d635afded60
Employee,PhoneNumber,TEXT,Private,856-280-3548x488
Employee,DateOfBirth,DATE,Private,1981-09-16
Employee,Salary,DECIMAL,Confidential,88640.9
Finance,CreditCardNumber,TEXT,Secret,GB84SGXT75429206717188
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,MedicalHistory,TEXT,Confidential,Ten between like.
Employee,Department,TEXT,Private,Author this.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,Address,TEXT,Private,"PSC 2621, Box 2050
APO AP 10050"
Employee,Email,TEXT,Private,fernandezbrooke@example.net
Employee,Gender,TEXT,Private,female
Finance,TaxID,TEXT,Secret,GB31EMRA08975758653225
Employee,Gender,TEXT,Private,trans
Finance,BankAccountNumber,TEXT,Confidential,GB10MENL74235128844459
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB14EVKG40882440478500
Employee,Department,TEXT,Private,Because cold.
Finance,CompanyBudget,DECIMAL,Confidential,13964.71
Employee,EmployeeID,TEXT,Private,We someone account.
Employee,Department,TEXT,Private,Story popular hot.
Employee,Email,TEXT,Private,matthewsmith@example.org
Finance,InvestmentValue,DECIMAL,Confidential,6105.79
Employee,JobTitle,TEXT,Private,From can chance.
ITSecurity,SessionToken,TEXT,Secret,276a0126-dc8d-415f-bcc3-c1522b95fa3b
Employee,ManagerName,TEXT,Private,Steve Wells
Sales,OrderHistory,TEXT,Public,Mother against try.
Sales,FavoriteProducts,TEXT,Public,Theory different.
Finance,BankAccountNumber,TEXT,Confidential,GB27WRRZ42065000790614
Finance,InvestmentValue,DECIMAL,Confidential,77739.85
Healthcare,EmergencyContact,TEXT,Private,John Costa
Finance,CreditCardNumber,TEXT,Secret,GB79RION49009682368570
Healthcare,MedicalHistory,TEXT,Confidential,Information ok high.
Healthcare,Diagnosis,TEXT,Confidential,Discussion change.
ITSecurity,SessionToken,TEXT,Secret,5b24da87-9daf-4d93-9f45-6953e1da6197
ITSecurity,APIKey,TEXT,Secret,73ea0db31f0911d2882c1f5abd01f224
ITSecurity,SessionToken,TEXT,Secret,bb4e3ca5-fbba-4db0-a448-fb1565a36244
Sales,CustomerFeedback,TEXT,Public,School catch stuff.
Finance,InvestmentValue,DECIMAL,Confidential,84926.75
Employee,ManagerName,TEXT,Private,William Welch
Healthcare,MedicalHistory,TEXT,Confidential,Guy serious six.
Healthcare,MedicalHistory,TEXT,Confidential,Police year car.
Employee,Address,TEXT,Private,"65427 Courtney Rest Apt. 473
Wardbury, FL 92759"
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB43QJMC94788953732138
Finance,TaxID,TEXT,Secret,GB16EEJE36705329645530
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,BankAccountNumber,TEXT,Confidential,GB06XZZS90927617336934
Employee,Salary,DECIMAL,Confidential,23297.44
Employee,Department,TEXT,Private,Reach break way.
Employee,EmployeeID,TEXT,Private,Upon same house.
Finance,BankAccountNumber,TEXT,Confidential,GB38GNOK84282950147566
Employee,Department,TEXT,Private,Evening.
Employee,JobTitle,TEXT,Private,Possible modern all.
Sales,CustomerFeedback,TEXT,Public,Set per order.
Sales,LoyaltyPoints,INT,Private,75
Healthcare,Prescription,TEXT,Confidential,Left fast next.
Sales,DiscountCoupons,TEXT,Public,Sign agent onto.
Finance,CompanyBudget,DECIMAL,Confidential,57848.32
Healthcare,Prescription,TEXT,Confidential,Money election can.
Finance,InvestmentValue,DECIMAL,Confidential,23457.12
Sales,LoyaltyPoints,INT,Private,18
Sales,FavoriteProducts,TEXT,Public,Partner heart.
Employee,EmployeeID,TEXT,Private,Able rate attention.
Sales,OrderHistory,TEXT,Public,News onto black him.
Employee,Salary,DECIMAL,Confidential,40418.22
Employee,Gender,TEXT,Private,female
Employee,Gender,TEXT,Private,trans
Employee,EmployeeID,TEXT,Private,Source forward.
Employee,Age,INT,Private,37
Employee,Email,TEXT,Private,william46@example.net
Employee,Address,TEXT,Private,"41889 Erin Lake
Michaelbury, LA 99664"
Employee,Age,INT,Private,92
Employee,Email,TEXT,Private,ellismartha@example.net
Finance,BankAccountNumber,TEXT,Confidential,GB02LUQO72423603818164
Employee,Gender,TEXT,Private,trans
ITSecurity,APIKey,TEXT,Secret,d2007bda91314443f2a722f3c60dd64a
Employee,Gender,TEXT,Private,female
ITSecurity,APIKey,TEXT,Secret,05628fbbefffebec50296cdfaea8534f
Employee,Department,TEXT,Private,Food buy go cup.
ITSecurity,APIKey,TEXT,Secret,2aeadc1693055f30c4fa134b4c42f8b1
Employee,DateOfBirth,DATE,Private,1985-12-03
ITSecurity,SessionToken,TEXT,Secret,e6703a4b-7d21-4792-ad59-3f34b96d5497
Healthcare,EmergencyContact,TEXT,Private,Trevor Cole
Employee,EmployeeID,TEXT,Private,Tough indeed under.
Employee,Department,TEXT,Private,Determine protect.
Employee,Email,TEXT,Private,qgross@example.com
Sales,DiscountCoupons,TEXT,Public,Available arm.
Employee,Age,INT,Private,67
Finance,CreditCardNumber,TEXT,Secret,GB74OTBR40236039125514
Sales,LoyaltyPoints,INT,Private,82
Healthcare,Prescription,TEXT,Confidential,Ok marriage on base.
Employee,JobTitle,TEXT,Private,Perhaps sport form.
Employee,Email,TEXT,Private,perrylinda@example.org
ITSecurity,APIKey,TEXT,Secret,11ccd68c9b6546b75959be6b484f7414
Sales,CustomerFeedback,TEXT,Public,Yet may another sea.
ITSecurity,LoginAttempts,INT,Private,61
Finance,CompanyBudget,DECIMAL,Confidential,16889.52
Healthcare,Prescription,TEXT,Confidential,Late and somebody.
ITSecurity,LoginAttempts,INT,Private,62
Healthcare,EmergencyContact,TEXT,Private,Robert Jones
Healthcare,Diagnosis,TEXT,Confidential,Drug forward bed.
Sales,OrderHistory,TEXT,Public,Him carry eat group.
Finance,BankAccountNumber,TEXT,Confidential,GB58RILT61313048338526
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB78UKIN40196669043197
Employee,PhoneNumber,TEXT,Private,+1-267-269-4414
Employee,FullName,TEXT,Private,Jessica Cherry
Employee,EmployeeID,TEXT,Private,Fact whatever.
Sales,DiscountCoupons,TEXT,Public,Perform let long.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,SessionToken,TEXT,Secret,fe8e9e65-5bfe-457c-88cd-8e728530f0b8
Finance,LoanAmount,DECIMAL,Confidential,66375.37
Employee,Department,TEXT,Private,Keep community.
Healthcare,EmergencyContact,TEXT,Private,Christian West
ITSecurity,APIKey,TEXT,Secret,2f0316b99b7ac5a25a81e204bde1fcc6
Employee,PhoneNumber,TEXT,Private,798-472-7517x42532
Employee,DateOfBirth,DATE,Private,1972-06-07
Healthcare,Diagnosis,TEXT,Confidential,Arrive material.
Finance,CompanyBudget,DECIMAL,Confidential,9800.15
Employee,EmployeeID,TEXT,Private,Treat customer.
Employee,DateOfBirth,DATE,Private,1970-01-24
Sales,OrderHistory,TEXT,Public,Beyond significant.
Sales,OrderHistory,TEXT,Public,Glass three yeah.
ITSecurity,APIKey,TEXT,Secret,cef5387407019d1562bcd435ce1a8318
Healthcare,Prescription,TEXT,Confidential,Argue more sing.
ITSecurity,PasswordHash,TEXT,Secret,7cd06a1e0853f3abf1116b9b8e287816e02420cf55349c7b84dcd5e52eadc9aa
Employee,JobTitle,TEXT,Private,Not perhaps local.
ITSecurity,LoginAttempts,INT,Private,37
Employee,ManagerName,TEXT,Private,Jessica Greene
Healthcare,Prescription,TEXT,Confidential,Prove visit yet one.
Sales,LoyaltyPoints,INT,Private,67
Finance,CompanyBudget,DECIMAL,Confidential,42427.83
Sales,FavoriteProducts,TEXT,Public,These stand drop.
Employee,Age,INT,Private,41
Employee,Age,INT,Private,31
Finance,LoanAmount,DECIMAL,Confidential,12739.47
Finance,TaxID,TEXT,Secret,GB35YYER44960632727235
Employee,FullName,TEXT,Private,Jodi Ramirez
Finance,LoanAmount,DECIMAL,Confidential,51080.94
Finance,BankAccountNumber,TEXT,Confidential,GB04LSMT98514729984026
Employee,Email,TEXT,Private,castrocarl@example.org
Finance,CreditCardNumber,TEXT,Secret,GB47XLJY23896053216031
Healthcare,MedicalHistory,TEXT,Confidential,Surface guess.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB70FGKO55920605751581
ITSecurity,LoginAttempts,INT,Private,94
ITSecurity,PasswordHash,TEXT,Secret,cfee0288c0e328500789b2f6b0573d370af5736babb29e28bde2f6f0fc08fa9c
Employee,EmployeeID,TEXT,Private,Relationship seek.
Employee,Salary,DECIMAL,Confidential,82218.57
Sales,DiscountCoupons,TEXT,Public,Have shake floor.
Employee,Salary,DECIMAL,Confidential,38566.97
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB72VGBT66694226473157
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,Email,TEXT,Private,dunnkristin@example.org
Employee,Address,TEXT,Private,"38248 Sharon Village
Andrewborough, SD 55046"
Employee,FullName,TEXT,Private,Victor Smith
Employee,JobTitle,TEXT,Private,Exist drive claim.
Employee,JobTitle,TEXT,Private,Doctor management.
ITSecurity,SessionToken,TEXT,Secret,7dffa360-148d-40d5-a4e9-4735150b45e1
Healthcare,Diagnosis,TEXT,Confidential,Plan natural song.
Sales,LoyaltyPoints,INT,Private,81
ITSecurity,APIKey,TEXT,Secret,35298aa97a638cb1a26da2fb6e89f2dc
Finance,BankAccountNumber,TEXT,Confidential,GB12CUNL01335507421108
Sales,OrderHistory,TEXT,Public,Machine itself.
Employee,ManagerName,TEXT,Private,Dan Allison
Healthcare,EmergencyContact,TEXT,Private,Ryan Anderson
Employee,Department,TEXT,Private,Return particularly.
Sales,OrderHistory,TEXT,Public,Watch government.
Employee,FullName,TEXT,Private,Ashley Davis
Employee,DateOfBirth,DATE,Private,1996-11-24
Employee,Salary,DECIMAL,Confidential,32969.78
Finance,BankAccountNumber,TEXT,Confidential,GB09EQBX21373226694592
Sales,DiscountCoupons,TEXT,Public,Sport white nation.
ITSecurity,PasswordHash,TEXT,Secret,a3f216140977a78e1ea020bf8355c631a0ead567721ae43064544c236975972d
ITSecurity,SessionToken,TEXT,Secret,db688f7e-b727-4c9b-8707-a6ac25ffe6b8
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,Prescription,TEXT,Confidential,Issue before then.
Sales,OrderHistory,TEXT,Public,His despite can.
Sales,FavoriteProducts,TEXT,Public,Budget should fear.
Employee,EmployeeID,TEXT,Private,Trouble my bit my a.
Finance,TaxID,TEXT,Secret,GB21EQAU08376313142030
Finance,TaxID,TEXT,Secret,GB86DUDD73300961898354
Sales,LoyaltyPoints,INT,Private,40
Finance,BankAccountNumber,TEXT,Confidential,GB34YMLZ46265718295681
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
ITSecurity,APIKey,TEXT,Secret,dd979bbfb709dce9cafc05748b1a1b90
Employee,Gender,TEXT,Private,female
Finance,InvestmentValue,DECIMAL,Confidential,51167.16
Sales,OrderHistory,TEXT,Public,Before guy best.
Finance,TaxID,TEXT,Secret,GB67LMQF28739039687806
Sales,CustomerFeedback,TEXT,Public,Each leg interest.
Healthcare,Prescription,TEXT,Confidential,Sometimes property.
Sales,FavoriteProducts,TEXT,Public,Than bag that or.
Employee,Age,INT,Private,29
Employee,DateOfBirth,DATE,Private,1992-07-26
Employee,JobTitle,TEXT,Private,How inside fund.
Healthcare,MedicalHistory,TEXT,Confidential,Nothing summer.
Sales,OrderHistory,TEXT,Public,If check young.
Employee,PhoneNumber,TEXT,Private,+1-746-935-1877x3031
Employee,Department,TEXT,Private,Become behind.
ITSecurity,PasswordHash,TEXT,Secret,883100bfd3974ecb1ce795460a8338b947d0966f8a056c7e645f958ffc3b16d8
Sales,DiscountCoupons,TEXT,Public,Parent occur Mrs.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,DateOfBirth,DATE,Private,2023-06-18
Employee,Email,TEXT,Private,jamiewilliams@example.net
Employee,Address,TEXT,Private,"67185 Joseph Bypass Apt. 534
Port Leslieport, NV 42332"
Sales,DiscountCoupons,TEXT,Public,Recent future.
Sales,DiscountCoupons,TEXT,Public,Voice across.
Sales,DiscountCoupons,TEXT,Public,Contain by concern.
Finance,TaxID,TEXT,Secret,GB05DPGG50021389232054
Finance,CompanyBudget,DECIMAL,Confidential,85449.84
Employee,Gender,TEXT,Private,trans
Employee,DateOfBirth,DATE,Private,2007-02-24
Finance,TaxID,TEXT,Secret,GB16YJJC98960773663041
Employee,Age,INT,Private,43
Healthcare,EmergencyContact,TEXT,Private,Angela Dawson
Employee,Salary,DECIMAL,Confidential,12064.18
Sales,FavoriteProducts,TEXT,Public,Kind artist share.
Finance,TaxID,TEXT,Secret,GB22HYRU68655439547447
ITSecurity,LoginAttempts,INT,Private,59
Employee,Department,TEXT,Private,Star unit kid after.
Healthcare,EmergencyContact,TEXT,Private,Brian Brooks
Finance,CreditCardNumber,TEXT,Secret,GB57PBXS67449419324942
Employee,Email,TEXT,Private,phelpstheresa@example.org
Employee,Age,INT,Private,64
Employee,Email,TEXT,Private,tglover@example.com
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
ITSecurity,LoginAttempts,INT,Private,90
Finance,CreditCardNumber,TEXT,Secret,GB64CXVK72452417170991
Sales,LoyaltyPoints,INT,Private,99
Finance,TaxID,TEXT,Secret,GB11DPLJ62669200521632
Employee,PhoneNumber,TEXT,Private,001-261-958-9231x727
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB37EXBP31349872060134
Employee,JobTitle,TEXT,Private,Chair firm life.
Sales,DiscountCoupons,TEXT,Public,Including me claim.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB74LUJP24071895081974
Sales,OrderHistory,TEXT,Public,Practice act under.
Employee,JobTitle,TEXT,Private,Laugh million hard.
Sales,OrderHistory,TEXT,Public,Check such road.
Employee,PhoneNumber,TEXT,Private,808-527-7642
ITSecurity,PasswordHash,TEXT,Secret,292e7dc1134080c7dd7ef80a5d9be72cfe8498a91c87a3ed2e5c6a644cfc77e8
Healthcare,Prescription,TEXT,Confidential,Open present writer.
Finance,BankAccountNumber,TEXT,Confidential,GB46HXFS25760990661443
Healthcare,EmergencyContact,TEXT,Private,Jake Munoz
Employee,Department,TEXT,Private,Unit economy green.
Employee,Department,TEXT,Private,Describe event lead.
ITSecurity,PasswordHash,TEXT,Secret,7533cc06d894a8ddc3010d0f85e694090c26779bc5dbcfc7cc83b65b27ec87d4
ITSecurity,APIKey,TEXT,Secret,324f19dea82cbbf95cb16c24be2b730b
Employee,ManagerName,TEXT,Private,Angela Downs MD
Sales,DiscountCoupons,TEXT,Public,After long their.
Sales,FavoriteProducts,TEXT,Public,Special option.
Employee,Salary,DECIMAL,Confidential,16097.12
ITSecurity,SessionToken,TEXT,Secret,bfdb8b81-f845-4cb0-8c89-e79236e0fa67
Sales,FavoriteProducts,TEXT,Public,Mouth board society.
Finance,BankAccountNumber,TEXT,Confidential,GB16MLEU17915192260860
ITSecurity,PasswordHash,TEXT,Secret,1b67284942df7fbed500e4b94ffcb283b7d5eac3f595970ad43bc859fa4b765a
ITSecurity,APIKey,TEXT,Secret,a7cea36eaafcf543ea70c600d17c4216
ITSecurity,PasswordHash,TEXT,Secret,3c8770b47b5d00d0c8e35c748ac9282a6b0a6c3f702d2223b3ac037ca4651c21
Employee,DateOfBirth,DATE,Private,2007-02-27
Employee,FullName,TEXT,Private,Mrs. Angela Scott MD
Employee,Email,TEXT,Private,andrewsharp@example.net
Employee,Address,TEXT,Private,"Unit 0026 Box 1723
DPO AA 25521"
Finance,LoanAmount,DECIMAL,Confidential,25289.84
Healthcare,EmergencyContact,TEXT,Private,Kenneth Peterson
Healthcare,EmergencyContact,TEXT,Private,Eric Ortiz
ITSecurity,APIKey,TEXT,Secret,de76cf41f9b8eb830219e65cf9044deb
Employee,Department,TEXT,Private,Benefit easy.
Employee,Age,INT,Private,24
ITSecurity,SessionToken,TEXT,Secret,c3492a23-568a-40e3-8cc2-243f61966cb1
Finance,LoanAmount,DECIMAL,Confidential,57155.77
Employee,Address,TEXT,Private,"978 Matthew Park Suite 563
Brandihaven, MP 45288"
Employee,JobTitle,TEXT,Private,Money hand this.
Sales,LoyaltyPoints,INT,Private,88
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Sales,OrderHistory,TEXT,Public,Again behavior.
Employee,Gender,TEXT,Private,trans
Healthcare,Prescription,TEXT,Confidential,Project food life.
Employee,Gender,TEXT,Private,male
Sales,FavoriteProducts,TEXT,Public,Reality case car.
Finance,CreditCardNumber,TEXT,Secret,GB52QZNA66695533335509
Employee,DateOfBirth,DATE,Private,1991-10-01
Employee,FullName,TEXT,Private,Ryan Garcia
ITSecurity,SessionToken,TEXT,Secret,b5cc6b63-56d5-4305-9cc3-7425790d4d08
Finance,BankAccountNumber,TEXT,Confidential,GB70WKZE52624998256815
Sales,FavoriteProducts,TEXT,Public,Can school them.
Finance,TaxID,TEXT,Secret,GB77YZJM16699076604579
Healthcare,Diagnosis,TEXT,Confidential,Recognize rich.
Employee,DateOfBirth,DATE,Private,1993-10-11
Healthcare,MedicalHistory,TEXT,Confidential,Wind international.
Employee,EmployeeID,TEXT,Private,Identify determine.
Healthcare,MedicalHistory,TEXT,Confidential,Store help too.
Employee,ManagerName,TEXT,Private,Katelyn Woods
Sales,CustomerFeedback,TEXT,Public,Yard them author.
Healthcare,Diagnosis,TEXT,Confidential,Wife conference.
Employee,PhoneNumber,TEXT,Private,001-976-901-2154x266
Finance,BankAccountNumber,TEXT,Confidential,GB66BKEL04295971663897
Sales,FavoriteProducts,TEXT,Public,Professional.
Finance,BankAccountNumber,TEXT,Confidential,GB23OPOG00974205319278
Employee,Age,INT,Private,31
ITSecurity,LoginAttempts,INT,Private,53
Finance,CreditCardNumber,TEXT,Secret,GB05VJQY97196687922715
Employee,EmployeeID,TEXT,Private,Others size wall.
Sales,FavoriteProducts,TEXT,Public,Debate spend sit.
Sales,FavoriteProducts,TEXT,Public,Everybody hold.
ITSecurity,PasswordHash,TEXT,Secret,f3d0e5080248e3daf6cc40d6a866d1287e4d13c09d8d2745d611e3b7738dfbe5
Sales,FavoriteProducts,TEXT,Public,Exist have about be.
Sales,CustomerFeedback,TEXT,Public,Measure avoid.
ITSecurity,SessionToken,TEXT,Secret,f42bc146-b78e-40c9-bef6-a10cda64366d
Finance,InvestmentValue,DECIMAL,Confidential,17602.22
Employee,JobTitle,TEXT,Private,Both realize mother.
Employee,Department,TEXT,Private,Perform Congress.
Employee,EmployeeID,TEXT,Private,Usually start.
Finance,BankAccountNumber,TEXT,Confidential,GB93KNLY65241915651380
Employee,ManagerName,TEXT,Private,Samantha Liu
Sales,DiscountCoupons,TEXT,Public,Better lot trial.
Finance,LoanAmount,DECIMAL,Confidential,34932.03
Finance,LoanAmount,DECIMAL,Confidential,34055.62
Finance,BankAccountNumber,TEXT,Confidential,GB51MTYI54390279127647
Employee,EmployeeID,TEXT,Private,Level accept man.
Finance,InvestmentValue,DECIMAL,Confidential,5783.31
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Finance,BankAccountNumber,TEXT,Confidential,GB72DJQK77453924195217
Sales,LoyaltyPoints,INT,Private,90
Healthcare,Diagnosis,TEXT,Confidential,Among including.
Sales,OrderHistory,TEXT,Public,To dinner third.
Employee,EmployeeID,TEXT,Private,Quickly already.
