Table Name,Column Name,Data Type,Sensitivity Level,Example Values
Finance,CreditCardNumber,TEXT,Secret,GB16SFBM66377542678462
Employee,EmployeeID,TEXT,Private,Name against that.
Employee,Email,TEXT,Private,andrewsmith@example.net
Healthcare,Prescription,TEXT,Confidential,Per accept explain.
Finance,CompanyBudget,DECIMAL,Confidential,46955.86
Healthcare,MedicalHistory,TEXT,Confidential,Gun effort vote.
Employee,FullName,TEXT,Private,April Dunn
Employee,Address,TEXT,Private,"895 Castillo Estates Suite 473
Lake Antonio, IN 49409"
Finance,InvestmentValue,DECIMAL,Confidential,37957.92
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB96BUOC33137036727090
Healthcare,MedicalHistory,TEXT,Confidential,Same door might.
Employee,Age,INT,Private,47
Finance,LoanAmount,DECIMAL,Confidential,90935.68
Employee,Address,TEXT,Private,"59943 Long Roads Apt. 163
New Marcus, AR 37140"
Employee,DateOfBirth,DATE,Private,1988-02-13
Finance,TaxID,TEXT,Secret,GB46DKAA68449143292123
Employee,DateOfBirth,DATE,Private,1974-12-31
Finance,BankAccountNumber,TEXT,Confidential,GB10YUIN99016401831391
Employee,DateOfBirth,DATE,Private,1997-04-21
Finance,TaxID,TEXT,Secret,GB98PYQQ44363973320155
ITSecurity,LoginAttempts,INT,Private,43
Finance,BankAccountNumber,TEXT,Confidential,GB23KLSV63612225861001
Employee,EmployeeID,TEXT,Private,Usually industry.
Employee,EmployeeID,TEXT,Private,Move way sea while.
Finance,CreditCardNumber,TEXT,Secret,GB65QCXB90599312686799
Sales,CustomerFeedback,TEXT,Public,Field right.
Healthcare,EmergencyContact,TEXT,Private,Joseph Mckinney
Employee,Department,TEXT,Private,Seven important.
Employee,PhoneNumber,TEXT,Private,2772471603
Sales,CustomerFeedback,TEXT,Public,Majority.
ITSecurity,SessionToken,TEXT,Secret,02960ff9-f5db-43f7-9784-f25b7864f51a
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,CompanyBudget,DECIMAL,Confidential,23297.2
Employee,DateOfBirth,DATE,Private,1972-04-28
Sales,OrderHistory,TEXT,Public,Full boy not heavy.
Healthcare,MedicalHistory,TEXT,Confidential,Why such protect.
Employee,Email,TEXT,Private,dromero@example.com
Employee,PhoneNumber,TEXT,Private,947-302-2386
Employee,Department,TEXT,Private,Explain themselves.
ITSecurity,PasswordHash,TEXT,Secret,dec7485524081d10c35b5f9e12cc5d115e6ea05468e155f3d5e6cb8c449711c2
Employee,JobTitle,TEXT,Private,Energy across seat.
Employee,Salary,DECIMAL,Confidential,23747.49
Employee,PhoneNumber,TEXT,Private,(577)622-5232
Sales,LoyaltyPoints,INT,Private,71
Finance,TaxID,TEXT,Secret,GB93QUQO63248495001850
Healthcare,MedicalHistory,TEXT,Confidential,Leg clear see.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB85BCXH63387646401964
Healthcare,Prescription,TEXT,Confidential,Prove visit yet one.
ITSecurity,SessionToken,TEXT,Secret,d90387aa-2259-4c2d-b955-0b86f85d13c1
Finance,CompanyBudget,DECIMAL,Confidential,26256.63
Employee,ManagerName,TEXT,Private,Sally Hill
Employee,Gender,TEXT,Private,female
Employee,Department,TEXT,Private,Through central.
Finance,CreditCardNumber,TEXT,Secret,GB39DOXA37891316814936
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB78XMYJ10104610744701
ITSecurity,APIKey,TEXT,Secret,5454a2194dc914bceabc51e8c7260436
Employee,DateOfBirth,DATE,Private,1994-03-20
Sales,OrderHistory,TEXT,Public,Opportunity.
Employee,DateOfBirth,DATE,Private,2012-03-05
ITSecurity,SessionToken,TEXT,Secret,158efa80-62a3-4eda-8976-b06488f04470
Healthcare,MedicalHistory,TEXT,Confidential,Size theory walk.
ITSecurity,APIKey,TEXT,Secret,a591a432362e660d6d3d52d666f70927
Sales,FavoriteProducts,TEXT,Public,Final note hundred.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
ITSecurity,PasswordHash,TEXT,Secret,f19cb9e2034dc360cd9e6f2afe1c2ff3b604caee00783460698669d19884128e
Employee,JobTitle,TEXT,Private,On people feeling.
Employee,Salary,DECIMAL,Confidential,51359.62
Sales,OrderHistory,TEXT,Public,Respond although.
Employee,Age,INT,Private,29
Sales,FavoriteProducts,TEXT,Public,Measure available.
Sales,OrderHistory,TEXT,Public,Machine yes.
Employee,Address,TEXT,Private,"82196 Santos Crossing
West Richardbury, GU 83388"
ITSecurity,APIKey,TEXT,Secret,11ccd68c9b6546b75959be6b484f7414
Employee,Address,TEXT,Private,"508 Michelle Lock Suite 233
Jasonbury, NV 40480"
Healthcare,EmergencyContact,TEXT,Private,Michael Cross
Employee,Email,TEXT,Private,ashleegriffin@example.com
Employee,Address,TEXT,Private,"89316 Potts Haven
New Frank, FL 52880"
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB92HOLY71625532595842
Healthcare,Prescription,TEXT,Confidential,Act year business.
Sales,OrderHistory,TEXT,Public,Process age.
Employee,JobTitle,TEXT,Private,Others against boy.
Employee,Email,TEXT,Private,anthonypeterson@example.org
Finance,TaxID,TEXT,Secret,GB19DKBS83576018487198
Employee,Gender,TEXT,Private,trans
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB46WCYE62215944688239
Healthcare,Diagnosis,TEXT,Confidential,Why risk newspaper.
Employee,Gender,TEXT,Private,male
Finance,LoanAmount,DECIMAL,Confidential,34932.03
ITSecurity,APIKey,TEXT,Secret,a90de51deb82c722452a24ea4f45c511
Finance,TaxID,TEXT,Secret,GB49ORKC63325854457158
Healthcare,Prescription,TEXT,Confidential,Ever to I thus.
Sales,DiscountCoupons,TEXT,Public,Choose one bag rock.
Employee,ManagerName,TEXT,Private,Alexis Flowers
Employee,Address,TEXT,Private,"3508 Richard Burgs
New Markmouth, SD 33787"
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,Address,TEXT,Private,"1070 Kristina Fort Suite 757
South Leah, MS 56123"
Employee,FullName,TEXT,Private,Daniel Alvarez
Employee,JobTitle,TEXT,Private,Mr make fear word.
Employee,DateOfBirth,DATE,Private,2008-06-28
Sales,DiscountCoupons,TEXT,Public,Recently final.
Healthcare,MedicalHistory,TEXT,Confidential,Theory father.
Employee,Age,INT,Private,64
ITSecurity,SessionToken,TEXT,Secret,ee6d507b-287a-405b-8698-93c59250dac4
Healthcare,Prescription,TEXT,Confidential,Direction less name.
Employee,JobTitle,TEXT,Private,Travel arrive.
Employee,EmployeeID,TEXT,Private,Itself five spend.
Finance,BankAccountNumber,TEXT,Confidential,GB41OOQH42400861319928
Finance,InvestmentValue,DECIMAL,Confidential,35540.87
Finance,LoanAmount,DECIMAL,Confidential,21851.51
Finance,LoanAmount,DECIMAL,Confidential,23594.44
Healthcare,EmergencyContact,TEXT,Private,Ronald Cruz
Healthcare,Diagnosis,TEXT,Confidential,Include mind crime.
Sales,CustomerFeedback,TEXT,Public,Realize deep.
Sales,CustomerFeedback,TEXT,Public,Space she political.
Employee,PhoneNumber,TEXT,Private,(490)304-2889
Employee,Address,TEXT,Private,"6045 Carey Common
West Caitlinton, HI 36187"
Employee,Age,INT,Private,48
Employee,Email,TEXT,Private,mercadovictoria@example.net
Finance,LoanAmount,DECIMAL,Confidential,19084.91
Healthcare,Prescription,TEXT,Confidential,That ago stock hand.
Employee,DateOfBirth,DATE,Private,1997-07-12
Employee,JobTitle,TEXT,Private,Shake idea final.
Employee,Salary,DECIMAL,Confidential,12064.18
Employee,DateOfBirth,DATE,Private,2020-05-11
Finance,InvestmentValue,DECIMAL,Confidential,36781.04
ITSecurity,PasswordHash,TEXT,Secret,4e76463325bf02c2280d74f5a8ef02ff22add453893023607b3aaebf386255c2
ITSecurity,PasswordHash,TEXT,Secret,6fa0189863342f1124cfa4e1b32d6bc3e511b518b6a6de09f2be8e0ded59bafd
Sales,LoyaltyPoints,INT,Private,68
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,DateOfBirth,DATE,Private,1980-01-20
Finance,BankAccountNumber,TEXT,Confidential,GB54OVUI89721501153527
Sales,CustomerFeedback,TEXT,Public,Food question order.
Finance,BankAccountNumber,TEXT,Confidential,GB17ZKOQ19675405733400
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB18BJNW60455463710313
Sales,DiscountCoupons,TEXT,Public,Suggest consider.
Finance,LoanAmount,DECIMAL,Confidential,73286.41
Employee,FullName,TEXT,Private,Travis Castillo
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Healthcare,Diagnosis,TEXT,Confidential,Plan central third.
Sales,FavoriteProducts,TEXT,Public,Season debate.
Employee,Salary,DECIMAL,Confidential,72351.54
Employee,Department,TEXT,Private,Audience guy.
Employee,Gender,TEXT,Private,male
Employee,JobTitle,TEXT,Private,Couple relate visit.
Employee,Address,TEXT,Private,"5905 Alexander Skyway Apt. 695
South Michael, WA 08811"
Employee,DateOfBirth,DATE,Private,2005-11-28
Finance,LoanAmount,DECIMAL,Confidential,76302.31
Employee,Address,TEXT,Private,"2018 Crystal Gateway
Antoniochester, CA 32040"
Finance,InvestmentValue,DECIMAL,Confidential,84027.66
Finance,CompanyBudget,DECIMAL,Confidential,54705.31
ITSecurity,PasswordHash,TEXT,Secret,562e6a2132013b570aa6b13053dc9e1041d831b90cdf7abbc03aea502981da51
Employee,PhoneNumber,TEXT,Private,+1-287-276-4112
Employee,ManagerName,TEXT,Private,Mark Jacobson
Employee,Gender,TEXT,Private,trans
Employee,Email,TEXT,Private,isaiahpeterson@example.com
Employee,FullName,TEXT,Private,Donna Dominguez
Finance,TaxID,TEXT,Secret,GB64XYFK53174256266396
Employee,Gender,TEXT,Private,trans
Employee,JobTitle,TEXT,Private,Task investment may.
Finance,CompanyBudget,DECIMAL,Confidential,33620.24
Healthcare,MedicalHistory,TEXT,Confidential,About officer white.
Finance,InvestmentValue,DECIMAL,Confidential,56375.5
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Sales,CustomerFeedback,TEXT,Public,Very many away type.
Employee,EmployeeID,TEXT,Private,Marriage leave.
Employee,DateOfBirth,DATE,Private,1991-11-17
Healthcare,Diagnosis,TEXT,Confidential,Stock thousand.
Employee,JobTitle,TEXT,Private,Despite television.
Finance,BankAccountNumber,TEXT,Confidential,GB97FDTC93688824727071
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB71EIQK15184643911447
Finance,CompanyBudget,DECIMAL,Confidential,57739.37
Sales,OrderHistory,TEXT,Public,Environmental.
Finance,BankAccountNumber,TEXT,Confidential,GB12YRBA27213945483413
ITSecurity,LoginAttempts,INT,Private,51
Employee,Salary,DECIMAL,Confidential,90479.96
Employee,PhoneNumber,TEXT,Private,+1-534-973-2270x760
Employee,Department,TEXT,Private,Operation economy.
Employee,Email,TEXT,Private,melissa08@example.com
Employee,PhoneNumber,TEXT,Private,618-338-7669x603
Employee,Department,TEXT,Private,Poor series.
Finance,CompanyBudget,DECIMAL,Confidential,70918.11
Employee,Salary,DECIMAL,Confidential,12261.41
Sales,LoyaltyPoints,INT,Private,51
Sales,LoyaltyPoints,INT,Private,88
Finance,BankAccountNumber,TEXT,Confidential,GB81UZZG27680930541587
Employee,Department,TEXT,Private,Study major cold.
ITSecurity,LoginAttempts,INT,Private,74
Healthcare,Diagnosis,TEXT,Confidential,Plan artist.
Employee,Salary,DECIMAL,Confidential,66048.55
Employee,EmployeeID,TEXT,Private,Mean point herself.
Employee,PhoneNumber,TEXT,Private,574-628-6784x2257
Healthcare,MedicalHistory,TEXT,Confidential,Key get study.
Healthcare,Diagnosis,TEXT,Confidential,Yeah arm affect.
Sales,OrderHistory,TEXT,Public,Religious rise.
Finance,CompanyBudget,DECIMAL,Confidential,4797.72
Employee,FullName,TEXT,Private,Julia Harding
Sales,CustomerFeedback,TEXT,Public,Remain especially.
Sales,DiscountCoupons,TEXT,Public,Break scientist.
Employee,Age,INT,Private,86
Employee,DateOfBirth,DATE,Private,1983-11-08
Sales,FavoriteProducts,TEXT,Public,Expert result.
Healthcare,EmergencyContact,TEXT,Private,Olivia Perez
Employee,ManagerName,TEXT,Private,Vicki Allison
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB36JIJD20317339559672
Finance,CreditCardNumber,TEXT,Secret,GB80PFDD30701021951714
Sales,FavoriteProducts,TEXT,Public,Manage loss tax.
Employee,DateOfBirth,DATE,Private,2024-03-01
Employee,PhoneNumber,TEXT,Private,001-998-238-4716x7359
Employee,Age,INT,Private,30
Healthcare,MedicalHistory,TEXT,Confidential,Management example.
Finance,CreditCardNumber,TEXT,Secret,GB30NHLS07016661483054
ITSecurity,PasswordHash,TEXT,Secret,1f8bc7b5dfe2cb195fbea06dd9e9be7220f36dda015f7d12f79ed8b6353fe365
Sales,CustomerFeedback,TEXT,Public,Side security court.
Employee,Gender,TEXT,Private,male
Employee,Address,TEXT,Private,"Unit 8986 Box 8133
DPO AA 87809"
ITSecurity,PasswordHash,TEXT,Secret,823340125db2c9b63f69ef4cdd8ab21c3f2a66c3b19940fe18c94d97144fbb89
Finance,BankAccountNumber,TEXT,Confidential,GB21OGFD86947042851083
Employee,Gender,TEXT,Private,male
Finance,CompanyBudget,DECIMAL,Confidential,21225.35
Employee,JobTitle,TEXT,Private,Approach perform.
Finance,LoanAmount,DECIMAL,Confidential,69469.79
Employee,Salary,DECIMAL,Confidential,40418.22
Healthcare,EmergencyContact,TEXT,Private,Hunter Sanford
Employee,Email,TEXT,Private,annette46@example.org
Finance,BankAccountNumber,TEXT,Confidential,GB82OTLX44229683018715
Finance,CompanyBudget,DECIMAL,Confidential,39373.83
Sales,LoyaltyPoints,INT,Private,46
Sales,FavoriteProducts,TEXT,Public,Care card air.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,PasswordHash,TEXT,Secret,3244166faed73c06bd4ca2d4c12910af9686ada7d0eda0f229ab13db768bef66
Healthcare,Prescription,TEXT,Confidential,Quality billion.
ITSecurity,SessionToken,TEXT,Secret,71963786-61e3-477d-8826-663742711058
Employee,DateOfBirth,DATE,Private,1980-02-13
Employee,ManagerName,TEXT,Private,Rachael Cobb
Employee,Address,TEXT,Private,"9102 William Ridge Apt. 565
Christinebury, MH 92196"
Employee,EmployeeID,TEXT,Private,Society house.
Employee,FullName,TEXT,Private,Ashley Davis
Employee,PhoneNumber,TEXT,Private,+1-717-346-6891x0825
Employee,Age,INT,Private,37
Employee,Age,INT,Private,53
Sales,DiscountCoupons,TEXT,Public,Lawyer specific.
Finance,LoanAmount,DECIMAL,Confidential,85714.4
Sales,OrderHistory,TEXT,Public,Serve she health.
Sales,CustomerFeedback,TEXT,Public,Type reality.
Sales,OrderHistory,TEXT,Public,Approach say hot.
Healthcare,EmergencyContact,TEXT,Private,Christian Smith
Finance,CompanyBudget,DECIMAL,Confidential,35404.55
Finance,CreditCardNumber,TEXT,Secret,GB27NBLH57838406882806
Finance,InvestmentValue,DECIMAL,Confidential,59530.46
Employee,Department,TEXT,Private,Describe event lead.
ITSecurity,LoginAttempts,INT,Private,65
Finance,CompanyBudget,DECIMAL,Confidential,80333.51
ITSecurity,PasswordHash,TEXT,Secret,1003d4df579ec0d7245d6d814d3e68916f51f5bb2dfc6263b7601c59f857cb21
Sales,DiscountCoupons,TEXT,Public,Option life.
Finance,LoanAmount,DECIMAL,Confidential,41856.31
Sales,DiscountCoupons,TEXT,Public,Deal hair final.
Sales,DiscountCoupons,TEXT,Public,Huge different.
Healthcare,MedicalHistory,TEXT,Confidential,Plan question.
Employee,Address,TEXT,Private,"366 Angela Flat
Jennamouth, GU 58546"
Finance,BankAccountNumber,TEXT,Confidential,GB63PSUE72362149996369
Employee,Department,TEXT,Private,Suffer feel would.
ITSecurity,PasswordHash,TEXT,Secret,3ac2d48a1fe300904e1cd6785ee4e74c7c5509197f6628f9329613f4e770be79
ITSecurity,APIKey,TEXT,Secret,91d7b98a98348ea45b339fe861c8b858
Healthcare,EmergencyContact,TEXT,Private,Jessica Lewis
Healthcare,MedicalHistory,TEXT,Confidential,Financial pretty.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB69TMMM57980065036226
Employee,Address,TEXT,Private,"0288 Marks Ville Suite 040
Lynnside, NV 99318"
Employee,Salary,DECIMAL,Confidential,50127.58
ITSecurity,PasswordHash,TEXT,Secret,21e8fa4ad1bc741343ea26c1bfc7659ec125cc2dcfc80e08ec982f556921d9c8
Employee,FullName,TEXT,Private,Jacqueline Santana
Finance,BankAccountNumber,TEXT,Confidential,GB75ZQVV26836665581509
Sales,FavoriteProducts,TEXT,Public,Home later heavy.
Sales,CustomerFeedback,TEXT,Public,Feeling century.
Finance,LoanAmount,DECIMAL,Confidential,42370.06
Employee,PhoneNumber,TEXT,Private,001-884-802-7377x9100
Finance,CompanyBudget,DECIMAL,Confidential,90115.74
Employee,JobTitle,TEXT,Private,Executive industry.
Finance,InvestmentValue,DECIMAL,Confidential,79934.62
ITSecurity,SessionToken,TEXT,Secret,f600355e-c852-435b-b113-9682a7a1f8ed
Employee,ManagerName,TEXT,Private,Rose Thompson
Employee,Salary,DECIMAL,Confidential,10674.07
Employee,DateOfBirth,DATE,Private,2020-04-10
Healthcare,Diagnosis,TEXT,Confidential,Add put police yes.
Healthcare,Prescription,TEXT,Confidential,Identify public.
Employee,EmployeeID,TEXT,Private,Site take left term.
Finance,CompanyBudget,DECIMAL,Confidential,43880.89
ITSecurity,LoginAttempts,INT,Private,45
Employee,Email,TEXT,Private,dunnkristin@example.org
Sales,FavoriteProducts,TEXT,Public,Nature mission.
Sales,LoyaltyPoints,INT,Private,46
Sales,DiscountCoupons,TEXT,Public,Cold magazine.
ITSecurity,LoginAttempts,INT,Private,28
Employee,Department,TEXT,Private,Better heart.
Healthcare,Prescription,TEXT,Confidential,Than performance.
Healthcare,Diagnosis,TEXT,Confidential,Charge southern.
ITSecurity,SessionToken,TEXT,Secret,287594c2-e15a-4135-9c05-d3cc5a00c988
Healthcare,EmergencyContact,TEXT,Private,Jake Munoz
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Finance,TaxID,TEXT,Secret,GB53AMFZ75513846816655
Employee,Age,INT,Private,64
Finance,InvestmentValue,DECIMAL,Confidential,10382.84
Employee,DateOfBirth,DATE,Private,2022-08-23
Employee,Age,INT,Private,86
Healthcare,Diagnosis,TEXT,Confidential,Treatment sit.
Employee,JobTitle,TEXT,Private,Arrive institution.
Finance,CreditCardNumber,TEXT,Secret,GB17KNIL61266144402190
Employee,DateOfBirth,DATE,Private,2021-12-28
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB11BQIM74881958581227
Employee,Address,TEXT,Private,"10749 Ronald Green
Lake Jenniferfort, NC 19197"
ITSecurity,APIKey,TEXT,Secret,adbeb6ca6155c38d3cd2518092c129b5
ITSecurity,PasswordHash,TEXT,Secret,7a0146cc3872f9892f7ce26999f7502a65a3e4ec3be15805ad4e98119575d1f3
Finance,CreditCardNumber,TEXT,Secret,GB88QFTE33059406584211
Sales,OrderHistory,TEXT,Public,Teach high accept.
Sales,OrderHistory,TEXT,Public,Speech person why.
ITSecurity,PasswordHash,TEXT,Secret,cb67baf66a56cfe466dfc133277a57d682349f0546b53de7ceb702ca50abb328
Finance,BankAccountNumber,TEXT,Confidential,GB53EAIP88591054522741
Sales,DiscountCoupons,TEXT,Public,Moment once tonight.
Healthcare,Prescription,TEXT,Confidential,Spring value tough.
Finance,BankAccountNumber,TEXT,Confidential,GB52QMMJ58306489773597
Finance,CompanyBudget,DECIMAL,Confidential,71139.93
Employee,Gender,TEXT,Private,trans
Employee,Age,INT,Private,74
ITSecurity,LoginAttempts,INT,Private,61
Employee,FullName,TEXT,Private,Richard Parks
Employee,JobTitle,TEXT,Private,Out center still.
Sales,LoyaltyPoints,INT,Private,87
ITSecurity,APIKey,TEXT,Secret,55bb85a373b8abafed1f9a1904866c2c
Employee,Address,TEXT,Private,"567 Stewart River
Phelpsburgh, PA 03485"
Finance,CompanyBudget,DECIMAL,Confidential,41617.2
Finance,TaxID,TEXT,Secret,GB78MUNH00036185837564
Sales,OrderHistory,TEXT,Public,While leg man.
Healthcare,Diagnosis,TEXT,Confidential,Arm section exactly.
ITSecurity,LoginAttempts,INT,Private,49
Finance,TaxID,TEXT,Secret,GB04VDTN14451950932995
Finance,InvestmentValue,DECIMAL,Confidential,84754.75
Finance,InvestmentValue,DECIMAL,Confidential,38855.17
Finance,InvestmentValue,DECIMAL,Confidential,75766.7
Finance,CreditCardNumber,TEXT,Secret,GB69GQAJ32452688512105
Employee,ManagerName,TEXT,Private,Christopher Lowe PhD
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,CompanyBudget,DECIMAL,Confidential,73897.67
ITSecurity,LoginAttempts,INT,Private,42
ITSecurity,SessionToken,TEXT,Secret,2b733991-2613-48a2-ba7b-b6e710d87ee7
Sales,OrderHistory,TEXT,Public,Authority magazine.
ITSecurity,SessionToken,TEXT,Secret,653d09db-47ed-4d05-bc5a-8041fa19963c
ITSecurity,LoginAttempts,INT,Private,70
Employee,Department,TEXT,Private,State country each.
Sales,CustomerFeedback,TEXT,Public,Everything.
Finance,LoanAmount,DECIMAL,Confidential,30696.92
Employee,Email,TEXT,Private,robertsjohnny@example.net
Employee,JobTitle,TEXT,Private,Ground language hot.
Employee,Salary,DECIMAL,Confidential,49087.75
Employee,Department,TEXT,Private,Like hit future.
ITSecurity,SessionToken,TEXT,Secret,e8bce3a5-c339-4cd9-af7c-64aef4351a19
Sales,CustomerFeedback,TEXT,Public,Wall future.
Healthcare,Prescription,TEXT,Confidential,Test plant activity.
Finance,CreditCardNumber,TEXT,Secret,GB43BZTL34724661665000
Finance,CompanyBudget,DECIMAL,Confidential,96138.95
Sales,OrderHistory,TEXT,Public,Practice total.
Healthcare,EmergencyContact,TEXT,Private,Andrew Martin
Employee,ManagerName,TEXT,Private,Sharon Carey
Sales,LoyaltyPoints,INT,Private,50
ITSecurity,SessionToken,TEXT,Secret,a5942bc1-cf3f-4962-acf4-b2247c04ff68
Sales,DiscountCoupons,TEXT,Public,Me receive by my.
ITSecurity,SessionToken,TEXT,Secret,907fab47-8767-42c4-84dd-0cf5000995c4
Sales,CustomerFeedback,TEXT,Public,Wear number war.
Employee,Address,TEXT,Private,"985 Walsh Motorway Apt. 935
Port Emilyville, FL 87724"
Employee,JobTitle,TEXT,Private,Support suffer.
ITSecurity,PasswordHash,TEXT,Secret,03e2105c5176ce8346c1254d222a0eb7ebad18769170a62dfc310518dc20ea5d
